,Academic Item,Session 1,Session 2,Co-requisite,Pre-requisite
322,BIOL2310,False,True,,50cp at 1000 level or above including (BIOL1310 or BIOL114)
323,BIOL2410,False,True,,(50cp including [20cp from ((BIOL1310 or BIOL114) or (BIOL1110 or BIOL115) or BIOL121)] or [10cp from ((BIOL1310 or BIOL114) or (BIOL1110 or BIOL115) or BIOL121) and 10cp from (ENVE117 or (ENVS1017 or ENVS117) or GEOS117)] and [10cp from ((STAT1170 or STAT170) or (STAT1371 or STAT171) or FOSE1015)])
324,BIOL2610,True,False,,40cp at 1000 level or above including (((STAT1170 or STAT170(P)) or (STAT1250 or STAT150) or (STAT1371 or STAT171) or FOSE1015) and (10cp(P) in BBE or BIOL units))
325,BIOL3110,True,False,,130cp at 1000 level or above including BIOL2110 or BIOL206
326,BIOL3120,True,False,,130cp at 1000 level or above including BIOL2110 or BIOL206(P)
327,BIOL3130,False,True,,40cp at 2000 level including BIOL2110 or BIOL2410 or BIOL2220 or BIOL2310 or BMOL2401
328,BIOL3210,True,False,,20cp at 2000 level including biol2220 and (biol2230 or medi2300)
329,BIOL3310,False,True,,130cp at 1000 level or above including (BIOL2510 or BIOL262) or BIOL208 or (BIOL2310 or BIOL228) or (BIOL2210 or BIOL229)
330,BIOL3410,False,True,,130cp at 1000 level or above including ((BIOL2410 or BIOL227) or BIOL210 or (BIOL2310 or BIOL228) or (BIOL2210 or BIOL229) or (ENVS266 or ENVS2266))
332,BIOL3420,False,True,(BIOL3310 or BIOL316) or (BIOL3410 or BIOL347) or (BIOL3430 or BIOL368) or (BIOL3510 or BIOL369) or (BIOL3440 or BIOL373),130cp at 1000 level or above including (BIOL2410 or BIOL227)
333,BIOL3440,True,False,,130cp at 1000 level or above including (BIOL2410 or BIOL227) or (BIOL2310 or BIOL228) or (ENVS3239 or ENVS339)
334,BIOL3510,True,False,,130cp at 1000 level or above including BIOL262 or BIOL208 or (BIOL2310 or BIOL228) or (BIOL2210 or BIOL229)
335,BIOL3640,True,False,,130cp at 1000 level or above including 40cp in BIOL units
336,BIOL3661,False,True,,120cp at 1000 level or above including (BIOL1620 or BIOL1610)
337,BIOL6110,True,False,,Admission to MBiotech or GradDipBiotech or MConsBiol or GradDipConsBiol or GradCertConsBiol or MSc
338,BIOL6410,False,True,,Admission to MConsBiol or GradDipConsBiol or GradCertConsBiol or MSc or MScInnovationBioConsMgmt or MScInnovationEnvSc or MScInnovationGeologyGeophys or MEnv or GradDipEnv or GradCertEnv or MSusDev
339,BIOL6610,True,False,,Admission to MConsBiol or GradDipConsBiol or GradCertConsBiol or MSc or MScInnovationBioConsMgmt or BBioConsMConsBiol
340,BIOL7610,True,False,,Admission to MRes
341,BIOL7750,True,False,,Admission to MRes
342,BIOL7760,False,True,,Admission to MRes
343,BIOL7770,True,False,,Admission to MRes
344,BIOL7870,False,True,,Admission to MRes
345,BIOL8601,True,True,,(20cp from (BIOL8610 or BIOL861) or BIOL873 or (BIOL8740 or BIOL874) or (BIOL8750 or BIOL875) or (BIOL8770 or BIOL877) or (BIOL8870 or BIOL887)) and permission by special approval
346,BIOL8610,True,False,,
347,BIOL8720,True,False,,Permission by special approval
348,BIOL8750,True,False,,Admission to MBiotech or MBioBus or GradDipBiotech or MConsBiol or GradDipConsBiol or GradCertConsBiol or MEnv or MEnvPlan or GradDipEnv or MMarScMgt or MSusDev or GradDipSusDev or MPlan or MSc or MScInnovation or MScInnovationBioConsMgmt or BBioConsMConsBiol
349,BIOL8760,False,True,,Admission to MConsBiol or GradDipConsBiol or GradCertConsBiol or MEnv or MEnvPlan or GradDipEnv or MMarScMgt or MSusDev or GradDipSusDev or MSc or MPlan or MSocEntre or GradCertSusDev or GradDipSIA or MScInnovationBioConsMgmt or BBioConsMConsBiol
350,BIOL8770,True,False,,Admission to MConsBiol
351,BIOL8870,False,True,,(BIOL8750 or BIOL875) or GSE804 or ENV808 or (ENVS8308 or ENVS808) or (admission to MMarScMgt or MConsBiol or GradDipConsBiol or GradCertConsBiol or MSc or MScInnovationBioConsMgmt or BBioConsMConsBiol or MEnv)
352,BIOL8990,True,False,,
353,BIOM8990,True,True,,
354,BIOX1110,False,True,,
355,BIOX1210,True,False,,
356,BIOX1310,True,False,,
357,BIOX1320,False,True,,
359,BIOX2110,True,False,(STAT1170 or STAT170) or (STAT1371 or STAT171) or FOSE1015,(BIOL1110 or BIOL115) and ((BIOL1310 or BIOL114) or (BIOL1210 or BIOL108) or (BIOL1610 or BIOL116) or (BIOL1620))
360,BIOX2210,False,True,,(40cp at 1000 level or above) including (BIOL1310 or BIOL114) or (BIOL1110 or BIOL115)
361,BIOX2310,False,True,,50cp at 1000 level or above including (BIOL1310 or BIOL114)
362,BIOX2610,True,False,,40cp at 1000 level or above including (((STAT1170 or STAT170(P)) or (STAT1250 or STAT150) or (STAT1371 or STAT171) or FOSE1015) and (10cp(P) in BBE or BIOL units))
363,BIOX3110,True,False,,130cp at 1000 level or above including BIOX2110
364,BIOX3120,True,False,,130cp at 1000 level or above including BIOX2110
365,BIOX3130,False,True,,40cp at 2000 level
366,BIOX3510,True,False,,130cp at 1000 level or above including BIOX2210 or BIOX2310
367,BMOL1001,True,False,,Admission to BClinSc
368,BMOL2201,True,False,,CHEM1001 or CBMS107 or CBMS103
369,BMOL2401,False,True,,CHEM1001 or CBMS107 or CBMS103
370,BMOL3201,False,True,,130cp at 1000 level or above including BMOL2201 or CBMS201 or CBMS223
371,BMOL3202,False,True,,130cp at 1000 level or above including CHEM2201 or CBMS200 or BMOL2201 or CBMS201
372,BMOL3401,True,False,,130cp at 1000 level or above including BMOL2401 or CBMS215 or CBMS202
373,BMOL3402,True,False,,130cp at 1000 level or above including BMOL2201 or CBMS201 or CBMS223
374,BMOL6201,True,False,,Admission to GradDipBiotech or GradCertLabAQMgt or GradDipLabAQMgt or MBiotech or MBioBus or MLabAQMgt or MRadiopharmSc or MSc or MScInnovChemBioSc
375,BMOL6202,False,True,,Admission to GradDipBiotech or GradCertLabAQMgt or GradDipLabAQMgt or MBiotech or MBioBus or MLabAQMgt or MRadiopharmSc or MSc or MScInnovationChemBiomolecularSc
376,BMOL6231,False,True,,Admission to GradDipBiotech or GradCertLabAQMgt or GradDipLabAQMgt or MBiotech or MBioBus or MLabAQMgt or MRadiopharmSc or MSc  or MScInnovationChemBiomolecularSc
377,BMOL6401,False,True,,Admission to GradDipBiotech or GradCertLabAQMgt or GradDipLabAQMgt or MBiotech or MBioBus or MLabAQMgt or MRadiopharmSc or MSc  or MScInnovChemBioSc
378,BMOL6432,True,False,,Admission to GradDipBiotech or GradCertLabAQMgt or GradDipLabAQMgt or MBiotech or MBioBus or MLabAQMgt or MRadiopharmSc or MSc  or MScInnovationChemBiomolecularSc or (Admission to BMedScMBiotech and BMOL2201 or BMOL2401)
379,BUSA1000,True,True,,
380,BUSA1027,True,True,,
381,BUSA2020,True,True,,(BUSA1000 or COMP1000 or COMP1350) and (STAT150 or STAT1250 or STAT170 or STAT1170 or STAT171 or STAT1371)
382,BUSA3015,True,True,,130cp at 1000 level or above including (STAT150 or STAT1250 or STAT170 or STAT1170 or MKTG216 or MGMT2016)
383,BUSA3020,True,True,,(STAT270 or STAT2170) and (MGMT220 or BUSA2020)
384,BUSA3021,False,True,,BUSA3020 or MGMT320
385,BUSA3430,True,True,,COMP2200
386,BUSA6004,True,True,,Admission to MMgmt or MBusAnalytics 
387,BUSA7000,True,True,,Admission to MRes
388,BUSA7001,True,True,,BUSA7000
389,BUSA7030,True,True,,Admission to MRes
390,BUSA7090,True,True,,Admission to MRes
391,BUSA8000,True,True,,ECON6034 or ECON634 or admission to MBusAnalytics or MActPrac
392,BUSA8001,True,True,,Admission to MBusAnalytics or MActPrac or ECON6034 or ECON634
393,BUSA8030,True,True,,Admission to MBusAnalytics or  MEngMgt or MActPrac
394,BUSA8031,True,True,,40cp at 8000 level including BUSA8000
395,BUSA8090,True,True,,Admission to MActPrac or MAppStat or MBusAnalytics 
396,CAUD7001,True,False,,Admission to CAUD8990 MRes - Hearing
397,CAUD7006,False,True,,Admission to CAUD8990 MRes - Hearing
398,CAUD7007,False,True,,Admission to CAUD8990 MRes - Hearing
399,CAUD7010,True,False,,Admission to CAUD8990 MRes - Hearing
400,CAUD7012,True,False,,Admission to CAUD8990 MRes - Hearing
401,CAUD7015,False,True,,Admission to CAUD8990 MRes - Hearing
402,CAUD7016,False,True,,Admission to CAUD8990 MRes - Hearing
404,CAUD8001,True,False,,Admission to MClinAudiology
403,CAUD8001,True,False,(CAUD802 or CAUD8002) and (CAUD803 or CAUD8003) and (CAUD804 or CAUD8004),
406,CAUD8002,True,False,(CAUD803 or CAUD8003) and (CAUD804 or CAUD8004) and (CAUD819 or CAUD8001),Admission to MClinAudiology
408,CAUD8003,True,False,(CAUD802 or CAUD8002) and (CAUD804 or CAUD8004) and (CAUD819 or CAUD8001),Admission to MClinAudiology
409,CAUD8004,True,True,,Admission to MClinAudiology
410,CAUD8005,False,True,,(CAUD802 or CAUD8002) and (CAUD803 or CAUD8003) and (CAUD819 or CAUD8001)
411,CAUD8006,False,True,,(CAUD802 or CAUD8002) and (CAUD803 or CAUD8003) and (CAUD819 or CAUD8001)
412,CAUD8007,False,True,,(CAUD802 or CAUD8002) and (CAUD803 or CAUD8003) and (CAUD819 or CAUD8001)
413,CAUD8008,True,True,,CAUD804 or CAUD8004
414,CAUD8009,True,False,,(CAUD805 or CAUD8005) and (CAUD806 or CAUD8006) and (CAUD807 or CAUD8007)
415,CAUD8010,True,False,,(CAUD805 or CAUD8005) and (CAUD806 or CAUD8006) and (CAUD807 or CAUD8007)
416,CAUD8012,True,False,,(CAUD805 or CAUD8005) and (CAUD806 or CAUD8006) and (CAUD807 or CAUD8007)
417,CAUD8013,True,True,,CAUD808 or CAUD8008
418,CAUD8014,False,True,,CAUD8009 and CAUD8010 and CAUD8012
419,CAUD8015,False,True,,CAUD8009 and CAUD8010
420,CAUD8016,False,True,,CAUD8009 and CAUD8010
421,CAUD8017,True,True,,CAUD813 or CAUD8013
422,CAUD8990,True,True,,
423,CHEM1001,True,True,,
424,CHEM1002,True,True,,CHEM1001 or CBMS107 or CBMS103 or HSC Chemistry Band 5 and above
425,CHEM2201,False,True,,(CHEM1001 or CBMS107 or CBMS103) and (CHEM1002 or CBMS108 or CBMS101 or CBMS102)
426,CHEM2401,True,False,,CHEM1002
427,CHEM2601,True,False,,(CHEM1001 or CBMS107 or CBMS103) and (CHEM1002 or CBMS108 or CBMS101 or CBMS102)
428,CHEM3202,True,False,,CHEM2201 or CBMS200 or CBMS208
429,CHEM3601,False,True,,20cp in CBMS or BMOL or CHEM units at 2000 level or above including (CHEM2601 or CBMS203 or CBMS204)
430,CHEM3801,True,False,,(CHEM2601 or CBMS203 or CBMS204) and 10cp in CBMS or BMOL or CHEM units at 2000 level or above
431,CHEM6201,False,True,,Admission to GradDipBiotech or GradCertLabAQMgt or GradDipLabAQMgt or MBiotech or MBioBus or MLabAQMgt or MRadiopharmSc or MSc or  MScInnovChemBioSc
432,CHEX1001,False,True,,
433,CHIN1010,True,False,,
434,CHIN1020,False,True,,CHIN1010 or CHN104 
435,CHIN1210,True,False,,HSC Chinese Continuers
436,CHIN1220,False,True,,CHIN 1210
437,CHIN2010,True,False,,CHIN1020
438,CHIN2020,False,True,, CHIN2010 or CHN232
439,CHIN2210,True,False,,CHIN1220
440,CHIN2220,False,True,,CHIN2210
441,CHIN3010,True,False,,CHIN2020 
442,CHIN3020,False,True,,CHIN3010 or CHN320
444,CHIR1101,True,False,ANAT1001 or HLTH108,Admission to BChiroSc
445,CHIR1102,False,True,,Admission to BChiroSc and ANAT1001 or HLTH108
446,CHIR2103,True,False,,Admission to BChiroSc and (CHIR1101 or CHIR113) and (CHIR1102 or CHIR114)
447,CHIR2104,False,True,,Admission to BChiroSc and (CHIR1101 or CHIR113) and (CHIR1102 or CHIR114) and (CHIR2103 or CHIR213)
448,CHIR3105,True,False,,Admission to BChiroSc and (CHIR2103 or CHIR213) and (CHIR2104 or CHIR214)
449,CHIR3106,False,True,,Admission to BChiroSc and (CHIR3105 or CHIR315)
451,CHIR3610,False,True,(CHIR316 or CHIR3106) and (HLTH317 or HLTH3303),(CHIR315 or CHIR3105) and (HLTH316 or HLTH3302)
452,CHIR6110,True,False,,Admission to MChiroprac
453,CHIR6111,False,True,,CHIR6110 or CHIR602
454,CHIR6302,True,False,,Admission to MChiroprac
455,CHIR6303,False,True,,CHIR6302 or CHIR604
456,CHIR6410,True,False,,Admission to MChiroprac
457,CHIR6510,False,True,CHIR6303 or CHIR605,
458,CHIR6510,False,True,,CHIR6302 or CHIR604
459,CHIR8101,True,False,,Admission to MChiroprac and (CHIR3106 or CHIR316) or (CHIR6110 or CHIR602) and (CHIR6111 or CHIR603) and (CHIR6302 or CHIR604) and (CHIR6303 or CHIR605) and (CHIR6410 or CHIR606) and (CHIR6510 or CHIR608)
460,CHIR8102,False,True,,CHIR8101 or CHIR891
461,CHIR8103,True,False,,CHIR8102 or CHIR892
462,CHIR8104,False,True,,CHIR8103 or CHIR903
463,CHIR8201,True,False,,CHIR8511 and CHIR8512 and (CHIR8513 or CHIR8503 or CHIR918) and (CHIR8514 or CHIR8504 or CHIR919)
464,CHIR8202,False,True,,CHIR8201 or CHIR921
465,CHIR8401,True,False,,Admission to MChiroprac and (CHIR3106 or CHIR316) or (CHIR6110 or CHIR602) and (CHIR6111 or CHIR603) and (CHIR6302 or CHIR604) and (CHIR6303 or CHIR605) and (CHIR6410 or CHIR606) and (CHIR6510 or CHIR608)
466,CHIR8402,False,True,,CHIR8401 or CHIR916
467,CHIR8505,True,False,,(CHIR8512 or CHIR8502 or CHIR874) and (CHIR8102 or CHIR892) and (CHIR8402 or CHIR917) and (CHIR8514 or CHIR8504 or CHIR919)
468,CHIR8506,False,True,,CHIR8505 or CHIR931
469,CHIR8511,True,False,,Admission to MChiroprac and (CHIR3106 or CHIR316) or ((CHIR6110 or CHIR602) and (CHIR6111 or CHIR603) and (CHIR6302 or CHIR604) and (CHIR6303 or CHIR605) and (CHIR6410 or CHIR606) and (CHIR6510 or CHIR608))
470,CHIR8512,False,True,,CHIR8511
471,CHIR8513,True,False,CHIR8511 ,
473,CHIR8514,False,True,CHIR8512,CHIR8511 and CHIR8513 and CHIR8401 and CHIR8101
475,CHIR8601,True,True,CHIR8103 or CHIR903,(CHIR8512 or CHIR8502 or CHIR874) and (CHIR8102 or CHIR892) and (CHIR8514 or CHIR8504 or CHIR919) and (CHIR8402 or CHIR917)
477,CHIR8602,True,True,,CHIR8601 or CHIR896
476,CHIR8602,True,True,CHIR8104 or CHIR904,
478,CHIR8990,True,True,,
479,CIVL1001,True,True,,(PHYS1510 or PHYS140) and (MATH1010 or MATH135 or MATH1015 or MATH132)
480,CIVL2101,False,True,,CIVL1001
481,CIVL2201,True,False,,CIVL1001
482,CIVL2205,False,True,,CIVL1001
483,CIVL2301,False,True,,CIVL1001
484,CIVL3101,True,False,,130cp at 1000 level or above including MECH2002 or MECH202
485,CIVL3201,True,False,,130cp at 1000 level or above and CIVL1001
486,CIVL3301,True,False,,130cp at 1000 level or above and CIVL2301
487,CIVL3305,False,True,,130cp at 1000 level or above and CIVL2301
488,CIVL3401,False,True,,130cp at 1000 level or above and CIVL1001
489,CIVL4090,True,True,,(CIVL3305 or CIVL3301) and (CIVL3201 or CIVL3101)
491,CIVL4091,True,True,CIVL4090,20cp at 4000 level
492,CIVL4201,True,False,,CIVL2205 and CIVL3201
493,CIVL4301,True,False,,CIVL3301 or CIVL3305
494,CIVL4401,False,True,,210cp at 1000 level or above and CIVL1001
495,CLIN8990,True,True,,
496,COGS1000,True,False,,
497,COGS1005,False,True,,COGS1000 or COGS100
498,COGS1010,False,True,,
499,COGS2000,True,False,,COGS1000 or COGS100
500,COGS2010,True,False,,60cp at 1000 level or above
501,COGS2020,True,False,,STAT1103 or STAT1170 or STAT170
502,COGS2030,False,True,,COGS1000 or COGS100 or PSYU1101 or PSYU1104 or PSYC104 or PSYU1102 or PSYU1105 or PSYC105
503,COGS2040,False,True,,COGS2000 or COGS202
504,COGS2050,True,False,,60cp at 1000-level or above
505,COGS2250,False,True,,Admission to BCogBrainSc and COGS2000 or COGS202
506,COGS3020,True,False,,130cp including ((COGS1000 or COGS100) or (BIOL2230 or BIOL257) or (MEDI2300 or MEDI204)) and (COGS2020 or (STAT2170 or STAT270))
507,COGS3030,False,True,,130cp including (COGS2000 or COGS202) and (COGS2020 or BIOL2610 or STAT2170 or STAT2371 or PSYU2248)
508,COGS3040,True,False,,130cp including COGS2000 or COGS202
509,COGS3050,False,True,,130cp including COGS2000 or COGS202
510,COGS3250,True,False,,130cp and admission to BCogBrainSc and permission by special approval
511,COGS3999,False,True,,130cp including COGS2000 or COGS202 or COGS2010 or COGS2020 or COGS2030 or COGS2040 or COGS2050
512,COGS8990,True,True,,
513,COGX1010,False,True,,
514,COMP1000,True,True,,
515,COMP1010,True,True,,(COMP1000 or COMP115) or admission to (BActStud or BActStudBSc or BAppFinBActStud or BActStudBProfPrac)
516,COMP1050,True,False,,Admission to BEng
517,COMP1150,True,False,,
518,COMP1300,True,False,,
519,COMP1350,False,True,,
520,COMP1750,True,False,,
521,COMP2000,False,True,,COMP1010 or COMP125
522,COMP2010,True,False,,(COMP1010 or COMP125) and 10cp from (MATH132-MATH136 or DMTH137 or MATH1007-MATH1025 or (STAT150 or STAT1250) or (STAT170 or STAT1170) or (STAT171 or STAT1371) or (STAT175 or STAT1175))
523,COMP2050,False,True,,60cp at 1000 level or above including COMP1010 or COMP125
524,COMP2100,False,True,,COMP1010 or COMP125
525,COMP2110,True,False,,(COMP1010 or COMP125) and (COMP1350 or ISYS114)
526,COMP2150,True,False,,(COMP1150 or COMP111) or (MMCC1011 or MAS111)
527,COMP2160,False,True,,(COMP1150 or COMP111 or MMCC1011 or MAS111) and (COMP1010 or COMP125)
528,COMP2200,True,True,,(COMP1000 or COMP115 or COMP1010 or COMP125) and (STAT1170 or STAT170 or STAT1371 or STAT171 or STAT1250 or STAT150)
529,COMP2250,True,False,,(COMP1000 or COMP115) or (COMP1350 or ISYS114)
530,COMP2291,True,True,,COMP1010 or COMP125
531,COMP2300,True,True,,(COMP1010 or COMP125) and (DMTH137 or MATH1007 or DMTH237)
533,COMP2310,True,False,,(COMP1010 or COMP125) and (COMP1350 or ISYS114)
532,COMP2310,True,False,COMP2250 or COMP247,
534,COMP2320,True,True,(COMP2110 or COMP249) and (COMP2250 or COMP247) and (COMP2300 or COMP343),
535,COMP2350,False,True,,COMP1350 or ISYS114
536,COMP2400,True,False,,80cp at 1000 level or above
537,COMP2750,True,False,,COMP1350 or ISYS114
538,COMP3000,False,True,,130cp at 1000 level or above including COMP2010 or COMP225 or COMP2000 or COMP229
539,COMP3010,False,True,,130cp at 1000 level or above including (COMP2010 or COMP225) and (MATH2907 or DMTH237)
540,COMP3100,True,False,,130cp at 1000 level or above including (COMP2100 or COMP202) and (COMP2250 or COMP247)
541,COMP3120,False,True,,130cp at 1000 level or above including COMP2110 or COMP249
542,COMP3130,True,False,,COMP229 or COMP2000 or COMP249 or COMP2110
543,COMP3150,True,False,,130cp at 1000 level or above including (COMP2150 or COMP260 or COMP2160)
544,COMP3151,False,True,,COMP3150 or COMP352
545,COMP3170,True,False,,130cp at 1000 level or above including (MATH1010 or MATH135 or MATH1007 or DMTH137) and (COMP2000 or COMP229)
546,COMP3180,False,True,,COMP2150 and COMP2160
547,COMP3210,True,False,,130cp at 1000 level or above including COMP2200 or COMP257
548,COMP3250,False,True,,130cp at 1000 level or above including ((COMP1010 or COMP125) and (COMP2250 or COMP247)) and ((DMTH137 or MATH1007 or MATH2907 or DMTH237 or ELEC2040 or ELEC240))
549,COMP3255,True,False,,COMP2250 or COMP247
550,COMP3260,True,False,,COMP2250 or COMP247
551,COMP3265,False,True,,COMP2250 and COMP3260
552,COMP3300,False,True,,COMP2300 and (MATH1007 or DMTH137)
553,COMP3310,True,False,,130cp at 1000 level or above including COMP1010 and COMP1300 and (COMP2050 or COMP2110)
554,COMP3320,True,True,,(130cp at 1000 level or above and (COMP1300 or COMP107) and (COMP1350 or ISYS114) and (COMP343 or COMP2300))
555,COMP3410,False,True,,COMP2200
556,COMP3420,True,True,,COMP2200
557,COMP3760,False,True,,130cp at 1000 level or above including (COMP2350 or ISYS224) or (COMP2750 or ISYS254) or (COMP2050 or COMP255)
558,COMP3770,True,False,,130cp at 1000 level or above including 20cp in COMP or ISYS or ACCG or STAT or BUS or BBA or MGMT units at 2000 level
559,COMP3780,True,False,,130cp at 1000 level or above
